hitza	agerpen kopurua	maiztasuna milioi testu-hitzeko	silaba kopurua	auzokide kopurua
zuzenean	3007	132.35	4	5
ziola	3006	132.31	3	14
ondorio	3005	132.27	4	4
mende	3002	132.13	2	10
nahian	3001	132.09	3	13
berari	2997	131.91	3	17
harri	2992	131.69	2	21
gogoratu	2985	131.39	4	4
gatazka	2981	131.21	3	5
hasteko	2980	131.17	3	10
eliza	2971	130.77	3	8
sartzeko	2968	130.64	3	10
dion	2956	130.11	2	20
oihu	2955	130.07	2	2
batasunak	2953	129.98	4	6
zitekeen	2953	129.98	4	6
gogoa	2949	129.8	3	15
gauean	2948	129.76	3	11
goiz	2945	129.62	1	13
handiz	2945	129.62	2	7
nondik	2944	129.58	2	2
dagokionez	2931	129.01	5	4
hauxe	2930	128.96	2	4
eskubideen	2922	128.61	5	8
aitaren	2921	128.57	3	11
etorriko	2921	128.57	4	4
bestelako	2920	128.52	4	3
arazoa	2918	128.44	4	10
hezkuntza	2917	128.39	3	6
poliziak	2916	128.35	4	10
irakurtzen	2912	128.17	4	5
taldearen	2904	127.82	4	4
zuek	2902	127.73	2	11
adierazten	2901	127.69	5	6
hogei	2896	127.47	2	5
bederen	2886	127.03	3	8
uko	2886	127.03	2	6
lagunak	2883	126.9	3	10
nonbait	2877	126.63	2	3
nintzela	2876	126.59	3	5
kalte	2870	126.32	2	4
daitezke	2863	126.02	3	5
arras	2862	125.97	2	11
ahala	2853	125.58	3	13
pasatzen	2851	125.49	3	17
kale	2846	125.27	2	14
bilera	2845	125.22	3	13
tartean	2842	125.09	3	12
eskubideak	2841	125.05	5	7
alferrik	2836	124.83	3	5
konturatu	2832	124.65	4	5
lurralde	2832	124.65	3	3
ikasle	2829	124.52	3	6
ederki	2828	124.48	3	2
nolako	2827	124.43	3	13
dugula	2826	124.39	3	4
gogora	2826	124.39	3	8
ura	2823	124.26	2	11
egunetan	2817	123.99	4	8
baitute	2816	123.95	3	2
don	2816	123.95	1	5
guziak	2816	123.95	3	16
hauetan	2815	123.9	3	9
zerrenda	2812	123.77	3	5
idazkari	2811	123.73	4	4
etengabe	2806	123.51	4	2
geure	2805	123.46	2	7
mundua	2804	123.42	3	11
galtzen	2800	123.24	2	19
agerian	2799	123.2	4	9
martin	2797	123.11	2	10
zuelako	2797	123.11	4	9
indarra	2794	122.98	3	7
bakoitzean	2788	122.71	4	6
bien	2785	122.58	2	15
osasun	2781	122.41	3	2
genituen	2776	122.19	4	2
harrapatu	2775	122.14	4	2
epaileak	2772	122.01	4	10
erraza	2766	121.75	3	13
bestera	2762	121.57	3	11
lortzen	2761	121.53	2	13
azaltzen	2760	121.48	3	6
ildo	2760	121.48	2	4
nau	2747	120.91	1	2
baldintza	2745	120.82	3	2
aurrez	2744	120.78	2	16
hire	2739	120.56	2	9
iristen	2739	120.56	3	11
horretatik	2731	120.21	4	6
kultur	2725	119.94	2	3
irribarre	2724	119.9	4	4
izaera	2723	119.85	4	9
diete	2721	119.77	3	8
gehiegi	2721	119.77	4	4
osatu	2720	119.72	3	13
kanpoan	2719	119.68	3	5
ezinezkoa	2713	119.41	5	10
gorde	2708	119.19	2	9
altxatu	2707	119.15	3	5
gogorra	2699	118.8	3	6
kalean	2699	118.8	3	16
iraun	2697	118.71	2	7
ordaindu	2697	118.71	3	4
alabaina	2693	118.53	4	4
gobernu	2693	118.53	3	4
legeak	2693	118.53	3	12
gustatzen	2691	118.45	3	5
jartzeko	2690	118.4	3	4
jardun	2683	118.09	2	3
kirol	2683	118.09	2	3
goi	2674	117.7	1	4
metro	2673	117.65	2	8
txikia	2672	117.61	3	14
urrats	2668	117.43	2	4
zinez	2668	117.43	2	24
eseri	2664	117.26	3	9
holako	2662	117.17	3	11
bihotz	2658	116.99	2	3
osaba	2647	116.51	3	4
azkar	2644	116.38	2	5
kopurua	2644	116.38	4	7
lurrean	2644	116.38	3	10
milaka	2643	116.33	3	13
gaztea	2639	116.16	3	19
bihotza	2634	115.94	3	5
jantzi	2634	115.94	2	4
izenean	2632	115.85	4	10
atzoko	2626	115.58	3	5
ainitz	2625	115.54	2	7
hurbil	2625	115.54	2	3
oinarri	2624	115.5	3	8
kanpora	2620	115.32	3	3
maiatzaren	2619	115.28	4	1
jokatzeko	2618	115.23	4	6
zitzaien	2617	115.19	3	8
eskuetan	2614	115.06	4	7
zabal	2614	115.06	2	6
besta	2610	114.88	2	19
aintzat	2606	114.7	2	11
ikusita	2605	114.66	4	2
soldadu	2602	114.53	3	5
erakundeak	2598	114.35	5	7
eskaera	2597	114.31	4	13
zenuen	2596	114.26	3	10
aspaldi	2585	113.78	3	4
biek	2585	113.78	2	15
zigun	2582	113.65	2	8
harreman	2577	113.43	3	5
nora	2576	113.38	2	17
egoten	2574	113.3	3	16
etortzen	2572	113.21	3	8
moduko	2569	113.08	3	8
zauritu	2562	112.77	3	5
ostera	2555	112.46	3	13
mutil	2554	112.41	2	7
zioen	2551	112.28	3	19
badago	2542	111.89	3	6
doa	2539	111.75	2	9
bihurtzen	2537	111.67	3	5
dituzu	2537	111.67	3	5
zaigu	2537	111.67	2	5
jasan	2534	111.53	2	16
batasuna	2533	111.49	4	4
lehengo	2531	111.4	3	4
egokia	2527	111.23	4	10
hola	2526	111.18	2	23
mugimendu	2526	111.18	4	7
honi	2522	111.01	2	11
itzuliko	2518	110.83	4	6
guztiei	2516	110.74	3	6
aukeratu	2514	110.65	4	3
ordurako	2510	110.48	4	4
lotu	2506	110.3	2	12
muga	2506	110.3	2	10
diogu	2505	110.26	3	6
duzun	2504	110.21	2	8
eskubide	2503	110.17	4	4
daki	2501	110.08	2	12
gogo	2499	109.99	2	11
arima	2496	109.86	3	15
esanez	2496	109.86	3	9
neurriak	2493	109.73	3	7
luzatu	2490	109.6	3	7
erakusketa	2488	109.51	5	3
haiz	2488	109.51	1	19
iazko	2488	109.51	3	3
mendean	2487	109.47	3	10
zebilen	2484	109.33	3	6
azterketa	2483	109.29	4	4
kontatzen	2475	108.94	3	8
eragina	2473	108.85	4	9
bidaia	2471	108.76	3	9
emazte	2469	108.67	3	7
direlako	2467	108.59	4	6
hiltzen	2467	108.59	2	12
bertako	2466	108.54	3	14
dik	2466	108.54	1	3
langileen	2463	108.41	4	8
daukat	2461	108.32	2	8
bakoitza	2456	108.1	3	6
mendi	2456	108.1	2	9
zabaltzen	2451	107.88	3	9
norbaitek	2445	107.62	3	3
dirudi	2442	107.49	3	6
jota	2438	107.31	2	17
eskuan	2437	107.27	3	13
gerta	2436	107.22	2	9
hirian	2435	107.18	3	17
segur	2435	107.18	2	2
zaharra	2435	107.18	3	12
erosi	2431	107	3	13
badugu	2430	106.96	3	4
mailan	2430	106.96	2	8
dezan	2428	106.87	2	11
aise	2426	106.78	2	6
atsegin	2424	106.69	3	2
nolanahi	2424	106.69	4	1
norbait	2424	106.69	2	4
tresna	2423	106.65	2	6
eserita	2420	106.52	4	3
ezean	2420	106.52	3	14
emakumea	2419	106.47	5	6
zaion	2419	106.47	2	12
aditu	2418	106.43	3	13
zuzendari	2418	106.43	4	3
ados	2417	106.38	2	1
badakit	2416	106.34	3	5
gorputza	2416	106.34	3	6
argazki	2410	106.08	3	4
bederatzi	2410	106.08	4	3
jaio	2409	106.03	2	18
prozesua	2409	106.03	4	8
plazan	2408	105.99	2	7
zirudien	2405	105.86	4	7
dudala	2399	105.59	3	7
justizia	2399	105.59	4	4
guardia	2397	105.5	4	8
gustura	2396	105.46	3	6
beltz	2394	105.37	1	9
arreta	2391	105.24	3	17
hilaren	2388	105.11	3	11
haietan	2386	105.02	3	13
haurrak	2384	104.93	2	9
kideak	2381	104.8	3	8
denen	2379	104.71	2	19
zutik	2379	104.71	2	15
hauen	2378	104.67	2	17
bakea	2375	104.54	3	19
emanez	2375	104.54	3	8
gogoeta	2374	104.49	4	3
lekuan	2374	104.49	3	9
batzordeak	2373	104.45	4	5
begirada	2373	104.45	4	4
berretsi	2372	104.4	3	2
defentsa	2369	104.27	3	3
seguru	2369	104.27	3	4
gelan	2364	104.05	2	11
ohiko	2359	103.83	3	8
bero	2358	103.79	2	22
igande	2356	103.7	3	2
ekonomia	2355	103.66	5	6
eremu	2348	103.35	3	5
ministroak	2347	103.3	4	6
joera	2346	103.26	3	6
deia	2343	103.13	2	21
laugarren	2334	102.73	3	2
zihoan	2333	102.69	3	4
zituztela	2332	102.64	4	4
garaia	2330	102.56	3	24
gaia	2329	102.51	2	36
buruak	2324	102.29	3	14
jarraituko	2324	102.29	4	4
naizela	2323	102.25	3	3
zigor	2323	102.25	2	3
eramaten	2321	102.16	4	8
auzia	2320	102.12	3	15
ekainaren	2319	102.07	4	5
hamaika	2319	102.07	3	4
zaude	2318	102.03	2	5
ahalik	2317	101.98	3	10
eskaintza	2315	101.9	3	5
agur	2311	101.72	2	12
kasuan	2311	101.72	3	11
proposatu	2310	101.68	4	2
baliatu	2307	101.54	4	7
niretzat	2306	101.5	3	2
irakasle	2303	101.37	4	5
emakumeen	2302	101.32	5	7
aldea	2301	101.28	3	20
larunbat	2301	101.28	3	2
emaitzak	2296	101.06	3	8
ume	2296	101.06	2	7
hasieratik	2294	100.97	5	2
pentsa	2294	100.97	2	6
laguntzen	2293	100.93	3	9
gorri	2291	100.84	2	17
jaten	2287	100.66	2	21
baitziren	2286	100.62	3	4
giro	2286	100.62	2	12
gogoratzen	2282	100.44	4	5
ditugun	2278	100.27	3	5
arrakasta	2277	100.22	4	5
duenean	2277	100.22	4	11
dudarik	2276	100.18	3	5
ukatu	2276	100.18	3	15
liburuak	2272	100	4	6
gertu	2271	99.96	2	11
bana	2268	99.83	2	35
irabazteko	2268	99.83	5	2
kezka	2268	99.83	2	8
baztertu	2265	99.69	3	3
hautsi	2265	99.69	2	12
meza	2264	99.65	2	14
baduzu	2263	99.61	3	5
akordioa	2258	99.39	5	7
ezazu	2258	99.39	3	3
lurra	2254	99.21	2	11
zelarik	2253	99.17	3	13
antza	2246	98.86	2	21
garaipena	2242	98.68	4	7
ahotsa	2240	98.59	3	7
informazio	2240	98.59	5	3
jabe	2239	98.55	2	14
hutsik	2237	98.46	2	9
dator	2236	98.42	2	5
erantzuna	2235	98.37	4	6
itsas	2234	98.33	2	4
goiti	2231	98.2	2	6
argitaratu	2230	98.15	5	4
partidak	2230	98.15	3	7
aurpegi	2228	98.07	3	4
adina	2227	98.02	3	9
aterako	2226	97.98	4	13
babesa	2226	97.98	3	4
neskak	2224	97.89	2	8
hasierako	2222	97.8	5	3
bazter	2221	97.76	2	3
garrantzia	2221	97.76	4	9
bezalaxe	2218	97.63	4	0
lagunek	2218	97.63	3	12
maiz	2218	97.63	1	7
irailaren	2215	97.49	4	3
gertatuko	2214	97.45	4	4
izaki	2214	97.45	3	11
prozesu	2213	97.41	3	3
denok	2211	97.32	2	10
kasik	2211	97.32	2	9
apirilaren	2210	97.27	5	1
zirenean	2206	97.1	4	11
erraz	2204	97.01	2	22
kontuak	2204	97.01	3	13
erre	2203	96.97	2	18
guztian	2203	96.97	3	10
zabala	2202	96.92	3	13
amaren	2200	96.83	3	14
izanez	2199	96.79	3	8
literatura	2199	96.79	5	5
sartzea	2199	96.79	3	15
ordezkari	2198	96.75	4	5
eguneko	2197	96.7	4	9
nekez	2196	96.66	2	11
ezetz	2192	96.48	2	2
mintzo	2187	96.26	2	8
zuzena	2183	96.09	3	9
ekarriko	2181	96	4	4
urrezko	2181	96	3	10
hobea	2180	95.95	3	11
eredu	2178	95.87	3	5
antzera	2177	95.82	3	10
denboraldi	2176	95.78	4	2
haize	2173	95.65	2	11
hartako	2171	95.56	3	10
nirekin	2168	95.43	3	7
amets	2166	95.34	2	5
aztertzen	2166	95.34	3	5
eraiki	2164	95.25	3	6
esate	2163	95.2	3	6
zabalik	2159	95.03	3	7
dutena	2157	94.94	3	7
izenak	2156	94.9	3	15
segitzen	2156	94.9	3	6
buruzagi	2152	94.72	4	4
aske	2151	94.68	2	10
haietako	2145	94.41	4	11
eten	2143	94.32	2	13
harremanak	2143	94.32	4	5
poliki	2141	94.24	3	3
axola	2137	94.06	3	11
lehena	2137	94.06	3	7
gol	2136	94.02	1	4
baietz	2130	93.75	2	3
barik	2130	93.75	2	15
egunez	2130	93.75	3	10
aitzinean	2129	93.71	4	3
kolpe	2127	93.62	2	6
leporatu	2127	93.62	4	3
urriaren	2127	93.62	4	9
haserre	2124	93.49	3	4
eskerrak	2117	93.18	3	6
eskutik	2117	93.18	3	5
esatea	2114	93.05	4	11
denboran	2113	93	3	6
baimena	2112	92.96	3	3
zerbitzu	2111	92.92	3	6
ikustea	2110	92.87	4	11
betea	2108	92.78	3	19
gaitza	2105	92.65	2	15
mina	2103	92.56	2	25
egitura	2101	92.48	4	5
dizu	2099	92.39	2	17
iritziz	2099	92.39	3	9
keinu	2099	92.39	2	7
polita	2098	92.34	3	10
duenak	2096	92.26	3	14
egunak	2095	92.21	3	11
egoteko	2086	91.82	4	8
ateratzeko	2085	91.77	5	7
elkarte	2083	91.68	3	5
desagertu	2082	91.64	4	2
urteotan	2082	91.64	4	3
diola	2080	91.55	3	12
oker	2079	91.51	2	5
konfiantza	2077	91.42	4	6
doi	2075	91.33	1	5
hamabi	2075	91.33	3	2
galdetzen	2074	91.29	3	6
beltza	2073	91.24	2	9
zarete	2073	91.24	3	2
presoen	2070	91.11	3	10
kanpaina	2068	91.02	3	11
gainditu	2066	90.94	3	2
libre	2066	90.94	2	7
indarrean	2065	90.89	4	4
osoko	2063	90.8	3	12
egotzi	2062	90.76	3	3
oinarrizko	2062	90.76	4	3
artetik	2060	90.67	3	9
gobernua	2058	90.58	4	8
hiriko	2058	90.58	3	13
neuk	2058	90.58	1	7
urtetan	2058	90.58	3	13
arrazoia	2056	90.5	4	13
film	2052	90.32	1	3
prestatu	2052	90.32	3	5
beldurra	2050	90.23	3	4
erdia	2050	90.23	3	12
horretako	2050	90.23	4	7
egunkaria	2048	90.14	5	10
zidaten	2048	90.14	3	7
dabil	2047	90.1	2	4
elizan	2044	89.97	3	7
asmoz	2043	89.92	2	9
sail	2043	89.92	1	11
dezaten	2042	89.88	3	2
gehienetan	2042	89.88	5	2
emaztea	2041	89.84	4	10
diozu	2040	89.79	3	9
zaharrak	2038	89.7	3	14
honetako	2037	89.66	4	6
interes	2037	89.66	3	2
datozen	2034	89.53	3	4
plana	2034	89.53	2	18
jokoan	2031	89.39	3	11
sasoi	2031	89.39	2	9
forma	2029	89.31	2	12
ahalko	2027	89.22	3	7
aurkeztuko	2027	89.22	4	2
bilakatu	2026	89.17	4	4
guzti	2026	89.17	2	6
posible	2025	89.13	3	2
uztailaren	2025	89.13	4	1
uztea	2024	89.09	3	15
urtea	2023	89.04	3	17
aho	2022	89	2	4
honako	2022	89	3	11
etxeak	2021	88.95	3	8
eskainiko	2020	88.91	4	3
lotura	2019	88.87	3	8
denik	2018	88.82	2	9
delarik	2015	88.69	3	7
eskuin	2014	88.65	3	6
tokian	2014	88.65	3	7
batasuneko	2013	88.6	5	3
gaindi	2011	88.51	2	7
segitu	2011	88.51	3	5
gutun	2009	88.43	2	4
dutelako	2008	88.38	4	4
maitea	2008	88.38	3	12
proiektu	2008	88.38	3	5
daitekeen	2007	88.34	4	6
bilatzen	2005	88.25	3	16
badakizu	2004	88.21	4	3
esanda	2004	88.21	3	4
eskuratu	2003	88.16	4	7
hobeki	2002	88.12	3	1
negar	2002	88.12	2	5
liteke	1997	87.9	3	5
baitzuten	1996	87.85	3	1
enpresak	1996	87.85	3	7
hartuz	1994	87.77	2	11
proba	1993	87.72	2	5
final	1992	87.68	2	4
gaua	1988	87.5	2	23
aldatzen	1986	87.41	3	11
ekartzen	1985	87.37	3	9
asmo	1983	87.28	2	9
bilatu	1982	87.24	3	10
euroko	1982	87.24	3	9
politikoak	1981	87.19	5	8
urteak	1981	87.19	3	14
ile	1980	87.15	2	5
zor	1977	87.02	1	4
ilun	1976	86.97	2	10
salaketa	1976	86.97	4	6
aire	1973	86.84	2	13
euskaldun	1973	86.84	3	2
labur	1973	86.84	2	4
lekuko	1971	86.75	3	10
hazi	1970	86.71	2	15
otsailaren	1969	86.67	4	1
direnean	1968	86.62	4	8
iturri	1967	86.58	3	5
hamabost	1966	86.53	3	1
betean	1963	86.4	3	16
paper	1959	86.23	2	8
askatasuna	1958	86.18	5	5
antolatzen	1957	86.14	4	5
helduden	1957	86.14	3	2
hizketan	1954	86.01	3	10
hitzetan	1953	85.96	3	9
sinesten	1951	85.87	3	9
barnean	1950	85.83	3	8
berriaren	1950	85.83	4	8
urtero	1947	85.7	3	7
zaizu	1947	85.7	2	8
sari	1946	85.65	2	21
andrea	1943	85.52	3	8
baziren	1940	85.39	3	10
martxan	1940	85.39	2	6
ezaugarri	1938	85.3	4	4
larri	1936	85.21	2	14
zekien	1936	85.21	3	14
askatu	1934	85.13	3	9
bultzatu	1934	85.13	3	3
saiatzen	1932	85.04	3	10
liga	1929	84.91	2	15
egiazko	1928	84.86	4	5
taldean	1928	84.86	3	10
mugitu	1926	84.77	3	4
botatzen	1925	84.73	3	10
kolore	1925	84.73	3	5
indarkeria	1924	84.69	5	4
hik	1921	84.55	1	2
ikasten	1919	84.47	3	12
datu	1917	84.38	2	13
zientzia	1917	84.38	4	4
sortzeko	1915	84.29	3	9
aspaldiko	1913	84.2	4	4
jartzea	1913	84.2	3	9
uda	1912	84.16	2	8
oraingoz	1911	84.11	3	4
izugarri	1910	84.07	4	6
prestatzen	1906	83.89	3	6
udalak	1904	83.81	3	8
gune	1903	83.76	2	6
bigarrena	1901	83.67	4	3
irudia	1901	83.67	4	8
eginik	1900	83.63	3	11
nagusitu	1899	83.58	4	3
bistan	1898	83.54	2	17
andreak	1894	83.36	3	7
gaitu	1891	83.23	2	22
hildako	1891	83.23	3	3
badirudi	1889	83.14	4	2
lehia	1889	83.14	3	11
adiskide	1888	83.1	4	5
hartutako	1887	83.06	4	5
oraingoan	1887	83.06	4	4
nolabait	1886	83.01	3	2
eguneroko	1883	82.88	5	3
presoak	1883	82.88	3	9
abian	1882	82.84	3	11
real	1881	82.79	2	2
ikuspegi	1876	82.57	4	3
agindua	1874	82.48	4	12
azaroaren	1872	82.4	5	4
gura	1871	82.35	2	23
aldia	1868	82.22	3	15
aurki	1866	82.13	2	11
jaunari	1866	82.13	3	5
auzi	1863	82	2	11
plaza	1861	81.91	2	8
arriskua	1860	81.87	4	9
egoitza	1860	81.87	3	4
naizen	1860	81.87	2	7
proiektua	1858	81.78	4	10
agintariek	1857	81.74	5	6
eramango	1857	81.74	4	3
arnasa	1856	81.69	3	6
gehienek	1855	81.65	4	7
anai	1854	81.6	2	7
beteko	1854	81.6	3	15
jarrita	1854	81.6	3	1
anaiak	1853	81.56	3	11
bikaina	1853	81.56	3	4
hartara	1847	81.3	3	9
giroa	1846	81.25	3	13
kritikatu	1846	81.25	4	2
sekulako	1846	81.25	4	3
dioten	1842	81.08	3	9
greba	1842	81.08	2	7
hotz	1841	81.03	1	13
parean	1841	81.03	3	19
txikiak	1841	81.03	3	12
aukerarik	1836	80.81	4	2
euskarazko	1836	80.81	4	4
frantses	1835	80.77	2	4
ezagutza	1832	80.64	4	6
dun	1830	80.55	1	7
arazorik	1827	80.42	4	3
erantzuten	1827	80.42	4	4
kilometro	1827	80.42	4	3
ipini	1822	80.2	3	4
itzultzen	1821	80.15	3	5
alabak	1820	80.11	3	11
iritzia	1819	80.06	4	12
mugitzen	1819	80.06	3	6
larria	1818	80.02	3	14
etapa	1817	79.98	3	4
zinema	1817	79.98	3	8
borrokan	1815	79.89	3	5
zehatz	1814	79.84	2	7
ezartzen	1813	79.8	3	9
partidan	1813	79.8	3	6
gorabehera	1812	79.76	5	4
ateak	1811	79.71	3	25
hiria	1811	79.71	3	19
guztira	1810	79.67	3	5
zutenean	1810	79.67	4	6
mutilak	1807	79.54	3	6
txarrak	1806	79.49	2	10
andre	1804	79.4	2	5
galdegin	1804	79.4	3	3
zaitez	1801	79.27	2	7
geldi	1800	79.23	2	6
bestearen	1799	79.18	4	6
ezaguna	1799	79.18	4	4
saio	1798	79.14	2	16
ligako	1797	79.1	3	5
daitekeela	1796	79.05	5	6
dizkio	1794	78.96	3	8
nagusian	1794	78.96	4	6
bisita	1788	78.7	3	5
emana	1785	78.57	3	12
sortutako	1784	78.52	4	4
horretara	1782	78.44	4	4
ohitura	1782	78.44	4	6
inondik	1780	78.35	3	1
bertso	1779	78.3	2	5
burutik	1779	78.3	3	4
geratuko	1778	78.26	4	8
sartuko	1777	78.22	3	8
hanka	1775	78.13	2	16
baditu	1774	78.08	3	13
zuzendu	1774	78.08	3	2
badaki	1772	78	3	6
egunotan	1772	78	4	1
neu	1771	77.95	1	3
puska	1770	77.91	2	12
aritzen	1769	77.86	3	21
lotuta	1769	77.86	3	4
telebista	1768	77.82	4	4
irri	1767	77.77	2	14
eginak	1766	77.73	3	11
ondorioak	1766	77.73	5	7
osasuna	1765	77.69	4	4
sobera	1763	77.6	3	8
ikustera	1762	77.55	4	7
jokalariak	1762	77.55	5	5
nabarmen	1762	77.55	3	3
adi	1758	77.38	2	8
lerro	1756	77.29	2	7
badut	1754	77.2	2	7
harritu	1754	77.2	3	8
babes	1750	77.03	2	5
indarrak	1750	77.03	3	9
etorkizuna	1749	76.98	5	3
gehitu	1748	76.94	3	3
dituk	1745	76.81	2	12
adibide	1743	76.72	4	3
alderdien	1742	76.67	4	7
bikote	1742	76.67	3	6
balira	1740	76.59	3	12
laguntzeko	1739	76.54	4	4
haiekin	1736	76.41	3	12
jendearen	1736	76.41	4	4
izendatu	1733	76.28	4	2
ezinik	1732	76.23	3	6
ukitu	1732	76.23	3	7
askoren	1730	76.15	3	9
lotzen	1730	76.15	2	12
harro	1729	76.1	2	11
garapen	1726	75.97	3	4
lehiaketa	1726	75.97	5	3
liburuan	1726	75.97	4	7
onik	1726	75.97	2	10
gobernuko	1725	75.93	4	4
aurkituko	1724	75.88	4	3
gazteen	1724	75.88	3	11
maitasuna	1724	75.88	4	5
hautagai	1723	75.84	3	2
hautatu	1722	75.79	3	3
hemengo	1722	75.79	3	1
kideek	1722	75.79	3	8
guziz	1720	75.71	2	12
harik	1716	75.53	2	21
lortuko	1714	75.44	3	8
ustezko	1713	75.4	3	2
azkena	1712	75.35	3	5
buruaz	1712	75.35	3	8
ezingo	1710	75.27	3	3
anitz	1709	75.22	2	7
jakiteko	1709	75.22	4	6
bizitzan	1708	75.18	3	8
edan	1708	75.18	2	12
zertarako	1708	75.18	4	4
kopa	1707	75.13	2	21
ezkondu	1706	75.09	3	2
langileak	1704	75	4	7
bizitzaren	1703	74.96	4	2
garela	1702	74.91	3	6
sinatu	1701	74.87	3	8
amaiera	1700	74.83	4	4
jakingo	1700	74.83	3	1
aitzitik	1698	74.74	3	0
arin	1698	74.74	2	18
harturik	1697	74.69	3	9
erantsi	1696	74.65	3	7
airean	1695	74.61	3	12
saioa	1695	74.61	3	16
berriari	1694	74.56	4	8
gabea	1694	74.56	3	16
ordua	1693	74.52	3	11
agintzen	1690	74.39	3	15
hartua	1690	74.39	3	16
lanetan	1689	74.34	3	17
laguna	1688	74.3	3	8
zalantza	1688	74.3	3	4
lanaren	1687	74.25	3	18
saldu	1687	74.25	2	8
estu	1686	74.21	2	10
foru	1686	74.21	2	12
botere	1684	74.12	3	7
sua	1684	74.12	2	6
heltzen	1683	74.08	2	7
lukete	1683	74.08	3	2
aurreneko	1682	74.03	4	3
berrogeita	1682	74.03	4	6
kopuru	1681	73.99	3	3
legearen	1681	73.99	4	4
utzita	1680	73.95	3	2
funtsean	1679	73.9	3	3
azkeneko	1678	73.86	4	3
elkarteko	1678	73.86	4	6
marka	1677	73.81	2	17
ahalegin	1673	73.64	4	4
bilduko	1673	73.64	3	3
urduri	1672	73.59	3	6
betetzeko	1670	73.51	4	5
erregeak	1670	73.51	4	7
eusten	1670	73.51	2	8
epe	1668	73.42	2	6
horiei	1668	73.42	3	11
baldintzak	1667	73.37	3	4
odol	1666	73.33	2	2
tokia	1666	73.33	3	12
tiro	1662	73.15	2	12
aitor	1661	73.11	2	2
topatu	1659	73.02	3	8
sarritan	1656	72.89	3	5
erabilera	1654	72.8	5	3
emazteak	1651	72.67	4	8
bururatu	1650	72.63	4	3
zentzu	1649	72.58	2	10
gizaki	1648	72.54	3	8
langileek	1646	72.45	4	6
ederrak	1645	72.41	3	7
antzerki	1643	72.32	3	5
bozak	1643	72.32	2	16
jokoa	1643	72.32	3	15
banan	1642	72.27	2	22
ezkerreko	1642	72.27	4	4
lasterka	1642	72.27	3	4
gehiagotan	1640	72.19	5	3
ontzi	1640	72.19	2	7
abar	1639	72.14	2	16
ekitaldi	1638	72.1	4	4
jaiki	1638	72.1	2	13
tarte	1638	72.1	2	12
buruko	1636	72.01	3	11
sinetsi	1635	71.96	3	4
bizian	1630	71.74	3	12
batuko	1627	71.61	3	7
emaiten	1627	71.61	3	10
semeak	1621	71.35	3	8
hasia	1620	71.3	3	18
lurrera	1619	71.26	3	5
eraginez	1618	71.22	4	5
egokitu	1617	71.17	4	3
artista	1616	71.13	3	6
truke	1616	71.13	2	8
zezakeen	1616	71.13	4	8
batzuekin	1614	71.04	4	1
berea	1614	71.04	3	25
ikusirik	1611	70.91	4	5
sarrera	1611	70.91	3	13
arrunt	1610	70.86	2	3
noizbait	1609	70.82	2	1
onartuko	1606	70.69	4	2
haurra	1604	70.6	2	7
ohean	1602	70.51	3	11
udal	1602	70.51	2	9
bereko	1601	70.47	3	12
aldaketak	1600	70.42	4	7
eragile	1600	70.42	4	6
gobernuari	1600	70.42	5	3
adierazpen	1598	70.34	5	4
nauk	1597	70.29	1	9
berandu	1595	70.2	3	2
zeudela	1590	69.98	3	3
beretik	1589	69.94	3	12
didazu	1588	69.9	3	3
gordetzen	1588	69.9	3	6
gaitzetsi	1587	69.85	3	6
horrez	1587	69.85	2	10
munduaren	1587	69.85	4	4
guri	1586	69.81	2	25
aitzin	1583	69.68	2	3
kritika	1583	69.68	3	5
filosofia	1576	69.37	5	5
jarraian	1576	69.37	3	4
sailak	1576	69.37	2	16
auzo	1575	69.32	2	8
emanen	1575	69.32	3	9
eskura	1574	69.28	3	11
hitzik	1574	69.28	2	7
irabazten	1574	69.28	4	9
jasoko	1571	69.15	3	10
itxaron	1569	69.06	3	3
segidan	1568	69.02	3	9
zalantzan	1567	68.97	3	5
batuetako	1563	68.8	5	8
garen	1562	68.75	2	22
neukan	1562	68.75	2	11
ohe	1562	68.75	2	2
doan	1561	68.71	2	19
frango	1561	68.71	2	5
bizitzeko	1559	68.62	4	5
eskualde	1559	68.62	4	5
proposamen	1559	68.62	4	3
erasoa	1556	68.49	4	12
zaitut	1555	68.44	2	5
amore	1552	68.31	3	7
barruko	1552	68.31	3	9
lortzea	1552	68.31	3	13
osorik	1552	68.31	3	6
teoria	1551	68.27	4	6
joatea	1549	68.18	4	12
topo	1549	68.18	2	10
erraiten	1548	68.14	3	10
espetxe	1548	68.14	3	3
izugarria	1548	68.14	5	8
arma	1545	68	2	18
jauzi	1545	68	2	9
santa	1545	68	2	12
beterik	1544	67.96	3	13
zeraman	1543	67.92	3	7
itzulia	1542	67.87	4	11
zaizkio	1542	67.87	3	7
haiei	1539	67.74	2	16
oraingo	1537	67.65	3	4
urtetik	1537	67.65	3	8
kantari	1536	67.61	3	14
zenetik	1536	67.61	3	12
autoa	1535	67.56	3	14
kaleratu	1534	67.52	4	5
mendeko	1534	67.52	3	11
zirenak	1533	67.48	3	15
batuen	1532	67.43	3	20
genuke	1530	67.34	3	2
zetorren	1529	67.3	3	7
datuak	1528	67.26	3	14
zutenez	1528	67.26	3	8
inori	1527	67.21	3	5
otoitz	1524	67.08	2	3
goiko	1521	66.95	2	8
guztiok	1521	66.95	3	8
